State ,State_Name,Region,County,State_Code,County_Code,Year_Span,Year,Measure_Name,Measure_Id,  Number_Of_Cases  ,  Population  ,   Number_Of_Cases_Per 100K_People   ,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode
MD,Maryland,South,Maryland,24,0,2006,2006,Physical inactivity,70,"219,585","935,016"," 23,485 ",Uknown,Uknown,Uknown,24000
MD,Maryland,South,Maryland,24,0,2007,2007,Physical inactivity,70,"228,625","950,500"," 24,053 ",Uknown,Uknown,Uknown,24000
MD,Maryland,South,Maryland,24,0,2008,2008,Physical inactivity,70,"237,614","976,187"," 24,341 ",Uknown,Uknown,2011,24000
MD,Maryland,South,Maryland,24,0,2009,2009,Physical inactivity,70,"246,641","995,455"," 24,777 ",Uknown,Uknown,2012,24000
MD,Maryland,South,Maryland,24,0,2010,2010,Physical inactivity,70,"1,027,724","4,269,981"," 24,069 ",Uknown,Uknown,2014,24000
MA,Massachusetts,Northest,Massachusetts,25,0,2004,2004,Physical inactivity,70,"237,239","1,053,085"," 22,528 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2005,2005,Physical inactivity,70,"240,347","1,069,370"," 22,476 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2006,2006,Physical inactivity,70,"242,088","1,073,896"," 22,543 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2007,2007,Physical inactivity,70,"241,189","1,073,082"," 22,476 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2008,2008,Physical inactivity,70,"242,488","1,081,272"," 22,426 ",Uknown,Uknown,2011,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2009,2009,Physical inactivity,70,"247,143","1,098,239"," 22,504 ",Uknown,Uknown,2012,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2010,2010,Physical inactivity,70,"1,106,533","4,939,654"," 22,401 ",Uknown,Uknown,2014,25000
MI,Michigan,Midwest,Michigan,26,0,2004,2004,Physical inactivity,70,"372,619","1,627,960"," 22,889 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2005,2005,Physical inactivity,70,"383,052","1,655,145"," 23,143 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2006,2006,Physical inactivity,70,"373,190","1,639,140"," 22,767 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2007,2007,Physical inactivity,70,"413,540","1,728,398"," 23,926 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2008,2008,Physical inactivity,70,"434,217","1,765,700"," 24,592 ",Uknown,Uknown,2011,26000
MI,Michigan,Midwest,Michigan,26,0,2009,2009,Physical inactivity,70,"465,284","1,827,881"," 25,455 ",Uknown,Uknown,2012,26000
MI,Michigan,Midwest,Michigan,26,0,2010,2010,Physical inactivity,70,"1,735,133","7,241,322"," 23,962 ",Uknown,Uknown,2014,26000
MN,Minnesota,Midwest,Minnesota,27,0,2004,2004,Physical inactivity,70,"97,364","594,710"," 16,372 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2005,2005,Physical inactivity,70,"95,118","592,933"," 16,042 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2006,2006,Physical inactivity,70,"96,087","598,175"," 16,063 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2007,2007,Physical inactivity,70,"105,254","628,502"," 16,747 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2008,2008,Physical inactivity,70,"110,342","646,689"," 17,063 ",Uknown,Uknown,2011,27000
MN,Minnesota,Midwest,Minnesota,27,0,2009,2009,Physical inactivity,70,"137,390","717,860"," 19,139 ",Uknown,Uknown,2012,27000
MN,Minnesota,Midwest,Minnesota,27,0,2010,2010,Physical inactivity,70,"770,301","3,881,019"," 19,848 ",Uknown,Uknown,2014,27000
MS,Mississippi,South,Mississippi,28,0,2004,2004,Physical inactivity,70,"208,726","648,912"," 32,166 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2005,2005,Physical inactivity,70,"212,187","658,050"," 32,245 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2006,2006,Physical inactivity,70,"215,740","662,637"," 32,558 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2007,2007,Physical inactivity,70,"216,577","664,414"," 32,597 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2008,2008,Physical inactivity,70,"223,143","678,662"," 32,880 ",Uknown,Uknown,2011,28000
MS,Mississippi,South,Mississippi,28,0,2009,2009,Physical inactivity,70,"225,102","682,553"," 32,979 ",Uknown,Uknown,2012,28000
MS,Mississippi,South,Mississippi,28,0,2010,2010,Physical inactivity,70,"704,222","2,122,215"," 33,183 ",Uknown,Uknown,2014,28000
MO,Missouri,Midwest,Missouri,29,0,2004,2004,Physical inactivity,70,"276,654","1,063,849"," 26,005 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2005,2005,Physical inactivity,70,"273,961","1,070,321"," 25,596 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2006,2006,Physical inactivity,70,"288,349","1,101,921"," 26,168 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2007,2007,Physical inactivity,70,"311,950","1,149,918"," 27,128 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2008,2008,Physical inactivity,70,"331,251","1,190,279"," 27,830 ",Uknown,Uknown,2011,29000
MO,Missouri,Midwest,Missouri,29,0,2009,2009,Physical inactivity,70,"341,204","1,213,872"," 28,109 ",Uknown,Uknown,2012,29000
MO,Missouri,Midwest,Missouri,29,0,2010,2010,Physical inactivity,70,"1,201,887","4,399,006"," 27,322 ",Uknown,Uknown,2014,29000
MT,Montana,West,Montana,30,0,2004,2004,Physical inactivity,70,"31,803","144,210"," 22,053 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2005,2005,Physical inactivity,70,"30,739","143,549"," 21,414 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2006,2006,Physical inactivity,70,"31,408","145,721"," 21,554 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2007,2007,Physical inactivity,70,"32,864","150,735"," 21,803 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2008,2008,Physical inactivity,70,"35,381","157,046"," 22,529 ",Uknown,Uknown,2011,30000
MT,Montana,West,Montana,30,0,2009,2009,Physical inactivity,70,"38,877","164,848"," 23,584 ",Uknown,Uknown,2012,30000
MT,Montana,West,Montana,30,0,2010,2010,Physical inactivity,70,"169,192","740,613"," 22,845 ",Uknown,Uknown,2014,30000
NE,Nebraska,Midwest,Nebraska,31,0,2004,2004,Physical inactivity,70,"59,031","268,704"," 21,969 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2005,2005,Physical inactivity,70,"61,752","275,818"," 22,389 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2006,2006,Physical inactivity,70,"66,354","287,795"," 23,056 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2007,2007,Physical inactivity,70,"73,143","302,171"," 24,206 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2008,2008,Physical inactivity,70,"77,740","312,455"," 24,880 ",Uknown,Uknown,2011,31000
NE,Nebraska,Midwest,Nebraska,31,0,2009,2009,Physical inactivity,70,"81,481","320,157"," 25,450 ",Uknown,Uknown,2012,31000
NE,Nebraska,Midwest,Nebraska,31,0,2010,2010,Physical inactivity,70,"332,849","1,318,352"," 25,247 ",Uknown,Uknown,2014,31000
NV,Nevada,West,Nevada,32,0,2004,2004,Physical inactivity,70,"84,030","370,123"," 22,703 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2005,2005,Physical inactivity,70,"91,116","396,393"," 22,986 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2006,2006,Physical inactivity,70,"92,797","403,939"," 22,973 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2007,2007,Physical inactivity,70,"103,466","431,470"," 23,980 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2008,2008,Physical inactivity,70,"105,973","442,269"," 23,961 ",Uknown,Uknown,2011,32000
NV,Nevada,West,Nevada,32,0,2009,2009,Physical inactivity,70,"111,600","456,392"," 24,453 ",Uknown,Uknown,2012,32000
NV,Nevada,West,Nevada,32,0,2010,2010,Physical inactivity,70,"440,480","1,967,651"," 22,386 ",Uknown,Uknown,2014,32000
NH,New Hampshire,Northest,New Hampshire,33,0,2004,2004,Physical inactivity,70,"39,631","193,862"," 20,443 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2005,2005,Physical inactivity,70,"40,813","198,372"," 20,574 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2006,2006,Physical inactivity,70,"42,612","202,279"," 21,066 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2007,2007,Physical inactivity,70,"42,545","202,589"," 21,001 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2008,2008,Physical inactivity,70,"44,947","210,344"," 21,368 ",Uknown,Uknown,2011,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2009,2009,Physical inactivity,70,"47,034","215,733"," 21,802 ",Uknown,Uknown,2012,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2010,2010,Physical inactivity,70,"215,255","991,945"," 21,700 ",Uknown,Uknown,2014,33000
NJ,New Jersey,Northest,New Jersey,34,0,2004,2004,Physical inactivity,70,"401,708","1,583,330"," 25,371 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2005,2005,Physical inactivity,70,"402,455","1,591,420"," 25,289 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2006,2006,Physical inactivity,70,"419,792","1,633,020"," 25,706 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2007,2007,Physical inactivity,70,"405,431","1,594,200"," 25,432 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2008,2008,Physical inactivity,70,"411,886","1,613,770"," 25,523 ",Uknown,Uknown,2011,34000
NJ,New Jersey,Northest,New Jersey,34,0,2009,2009,Physical inactivity,70,"416,683","1,629,606"," 25,570 ",Uknown,Uknown,2012,34000
NJ,New Jersey,Northest,New Jersey,34,0,2010,2010,Physical inactivity,70,"1,633,678","6,511,358"," 25,090 ",Uknown,Uknown,2014,34000
NM,New Mexico,West,New Mexico,35,0,2004,2004,Physical inactivity,70,"48,628","247,962"," 19,611 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2005,2005,Physical inactivity,70,"51,236","258,385"," 19,829 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2006,2006,Physical inactivity,70,"53,988","268,022"," 20,143 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2007,2007,Physical inactivity,70,"57,028","277,040"," 20,585 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2008,2008,Physical inactivity,70,"57,531","278,195"," 20,680 ",Uknown,Uknown,2011,35000
NM,New Mexico,West,New Mexico,35,0,2009,2009,Physical inactivity,70,"58,968","282,959"," 20,840 ",Uknown,Uknown,2012,35000
NM,New Mexico,West,New Mexico,35,0,2010,2010,Physical inactivity,70,"302,309","1,486,235"," 20,341 ",Uknown,Uknown,2014,35000
NY,New York,Northest,New York,36,0,2004,2004,Physical inactivity,70,"865,964","3,460,599"," 25,024 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2005,2005,Physical inactivity,70,"880,038","3,495,909"," 25,173 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2006,2006,Physical inactivity,70,"873,610","3,484,575"," 25,071 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2007,2007,Physical inactivity,70,"900,605","3,541,498"," 25,430 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2008,2008,Physical inactivity,70,"917,074","3,612,676"," 25,385 ",Uknown,Uknown,2011,36000
NY,New York,Northest,New York,36,0,2009,2009,Physical inactivity,70,"905,069","3,582,098"," 25,266 ",Uknown,Uknown,2012,36000
NY,New York,Northest,New York,36,0,2010,2010,Physical inactivity,70,"3,505,742","14,505,022"," 24,169 ",Uknown,Uknown,2014,36000
NC,North Carolina,South,North Carolina,37,0,2004,2004,Physical inactivity,70,"385,145","1,522,290"," 25,300 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2005,2005,Physical inactivity,70,"376,162","1,515,099"," 24,828 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2006,2006,Physical inactivity,70,"384,583","1,549,423"," 24,821 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2007,2007,Physical inactivity,70,"392,374","1,578,614"," 24,856 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2008,2008,Physical inactivity,70,"424,771","1,660,477"," 25,581 ",Uknown,Uknown,2011,37000
NC,North Carolina,South,North Carolina,37,0,2009,2009,Physical inactivity,70,"443,241","1,708,518"," 25,943 ",Uknown,Uknown,2012,37000
NC,North Carolina,South,North Carolina,37,0,2010,2010,Physical inactivity,70,"1,776,773","7,005,813"," 25,361 ",Uknown,Uknown,2014,37000
ND,North Dakota,Midwest,North Dakota,38,0,2004,2004,Physical inactivity,70,"26,583","109,617"," 24,251 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2005,2005,Physical inactivity,70,"25,527","107,439"," 23,760 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2006,2006,Physical inactivity,70,"26,094","109,293"," 23,875 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2007,2007,Physical inactivity,70,"28,229","114,120"," 24,736 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2008,2008,Physical inactivity,70,"30,556","119,238"," 25,626 ",Uknown,Uknown,2011,38000
ND,North Dakota,Midwest,North Dakota,38,0,2009,2009,Physical inactivity,70,"33,716","125,322"," 26,903 ",Uknown,Uknown,2012,38000
ND,North Dakota,Midwest,North Dakota,38,0,2010,2010,Physical inactivity,70,"132,416","502,735"," 26,339 ",Uknown,Uknown,2014,38000
OH,Ohio,Midwest,Ohio,39,0,2004,2004,Physical inactivity,70,"542,547","2,117,420"," 25,623 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2005,2005,Physical inactivity,70,"539,117","2,117,409"," 25,461 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2006,2006,Physical inactivity,70,"550,060","2,141,620"," 25,684 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2007,2007,Physical inactivity,70,"577,875","2,193,225"," 26,348 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2008,2008,Physical inactivity,70,"586,927","2,216,753"," 26,477 ",Uknown,Uknown,2011,39000
OH,Ohio,Midwest,Ohio,39,0,2009,2009,Physical inactivity,70,"619,436","2,281,201"," 27,154 ",Uknown,Uknown,2012,39000
OH,Ohio,Midwest,Ohio,39,0,2010,2010,Physical inactivity,70,"2,281,688","8,478,639"," 26,911 ",Uknown,Uknown,2014,39000
OK,Oklahoma,South,Oklahoma,40,0,2004,2004,Physical inactivity,70,"224,545","749,197"," 29,971 ",Uknown,Uknown,Uknown,40000
OK,Oklahoma,South,Oklahoma,40,0,2005,2005,Physical inactivity,70,"219,436","743,096"," 29,530 ",Uknown,Uknown,Uknown,40000
OK,Oklahoma,South,Oklahoma,40,0,2006,2006,Physical inactivity,70,"233,671","770,094"," 30,343 ",Uknown,Uknown,Uknown,40000
OK,Oklahoma,South,Oklahoma,40,0,2007,2007,Physical inactivity,70,"241,566","790,950"," 30,541 ",Uknown,Uknown,Uknown,40000
OK,Oklahoma,South,Oklahoma,40,0,2008,2008,Physical inactivity,70,"260,382","822,592"," 31,654 ",Uknown,Uknown,2011,40000
OK,Oklahoma,South,Oklahoma,40,0,2009,2009,Physical inactivity,70,"265,904","836,630"," 31,783 ",Uknown,Uknown,2012,40000
OK,Oklahoma,South,Oklahoma,40,0,2010,2010,Physical inactivity,70,"849,927","2,717,893"," 31,272 ",Uknown,Uknown,2014,40000
OR,Oregon,West,Oregon,41,0,2004,2004,Physical inactivity,70,"79,017","451,033"," 17,519 ",Uknown,Uknown,Uknown,41000
OR,Oregon,West,Oregon,41,0,2005,2005,Physical inactivity,70,"79,079","454,696"," 17,392 ",Uknown,Uknown,Uknown,41000
OR,Oregon,West,Oregon,41,0,2006,2006,Physical inactivity,70,"81,313","467,268"," 17,402 ",Uknown,Uknown,Uknown,41000
OR,Oregon,West,Oregon,41,0,2007,2007,Physical inactivity,70,"81,783","472,714"," 17,301 ",Uknown,Uknown,Uknown,41000
OR,Oregon,West,Oregon,41,0,2008,2008,Physical inactivity,70,"91,342","500,244"," 18,259 ",Uknown,Uknown,2011,41000
OR,Oregon,West,Oregon,41,0,2009,2009,Physical inactivity,70,"91,495","506,224"," 18,074 ",Uknown,Uknown,2012,41000
OR,Oregon,West,Oregon,41,0,2010,2010,Physical inactivity,70,"494,418","2,868,174"," 17,238 ",Uknown,Uknown,2014,41000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2004,2004,Physical inactivity,70,"555,846","2,247,893"," 24,727 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2005,2005,Physical inactivity,70,"567,154","2,269,682"," 24,988 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2006,2006,Physical inactivity,70,"559,998","2,258,916"," 24,791 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2007,2007,Physical inactivity,70,"570,021","2,281,767"," 24,982 ",Uknown,Uknown,Uknown,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2008,2008,Physical inactivity,70,"613,669","2,368,442"," 25,910 ",Uknown,Uknown,2011,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2009,2009,Physical inactivity,70,"653,189","2,462,178"," 26,529 ",Uknown,Uknown,2012,42000
PA,Pennsylvania,Northest,Pennsylvania,42,0,2010,2010,Physical inactivity,70,"2,446,464","9,544,808"," 25,631 ",Uknown,Uknown,2014,42000
RI,Rhode Island,Northest,Rhode Island,44,0,2004,2004,Physical inactivity,70,"46,490","190,705"," 24,378 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2005,2005,Physical inactivity,70,"49,029","194,652"," 25,188 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2006,2006,Physical inactivity,70,"47,280","192,947"," 24,504 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2007,2007,Physical inactivity,70,"46,512","189,764"," 24,510 ",Uknown,Uknown,Uknown,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2008,2008,Physical inactivity,70,"48,715","193,316"," 25,200 ",Uknown,Uknown,2011,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2009,2009,Physical inactivity,70,"50,884","198,593"," 25,622 ",Uknown,Uknown,2012,44000
RI,Rhode Island,Northest,Rhode Island,44,0,2010,2010,Physical inactivity,70,"200,379","791,383"," 25,320 ",Uknown,Uknown,2014,44000
SC,South Carolina,South,South Carolina,45,0,2004,2004,Physical inactivity,70,"191,065","753,205"," 25,367 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2005,2005,Physical inactivity,70,"196,434","769,735"," 25,520 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2006,2006,Physical inactivity,70,"206,209","796,183"," 25,900 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2007,2007,Physical inactivity,70,"215,539","822,520"," 26,205 ",Uknown,Uknown,Uknown,45000
SC,South Carolina,South,South Carolina,45,0,2008,2008,Physical inactivity,70,"239,462","874,787"," 27,374 ",Uknown,Uknown,2011,45000
SC,South Carolina,South,South Carolina,45,0,2009,2009,Physical inactivity,70,"259,766","922,775"," 28,151 ",Uknown,Uknown,2012,45000
SC,South Carolina,South,South Carolina,45,0,2010,2010,Physical inactivity,70,"916,773","3,413,272"," 26,859 ",Uknown,Uknown,2014,45000
SD,South Dakota,Midwest,South Dakota,46,0,2004,2004,Physical inactivity,70,"27,984","122,784"," 22,791 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2005,2005,Physical inactivity,70,"29,641","126,687"," 23,397 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2006,2006,Physical inactivity,70,"33,584","135,819"," 24,727 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2007,2007,Physical inactivity,70,"37,004","144,671"," 25,578 ",Uknown,Uknown,Uknown,46000
SD,South Dakota,Midwest,South Dakota,46,0,2008,2008,Physical inactivity,70,"38,634","148,882"," 25,949 ",Uknown,Uknown,2011,46000
SD,South Dakota,Midwest,South Dakota,46,0,2009,2009,Physical inactivity,70,"41,554","154,664"," 26,867 ",Uknown,Uknown,2012,46000
SD,South Dakota,Midwest,South Dakota,46,0,2010,2010,Physical inactivity,70,"153,967","589,968"," 26,098 ",Uknown,Uknown,2014,46000
TN,Tennessee,South,Tennessee,47,0,2004,2004,Physical inactivity,70,"423,710","1,339,944"," 31,621 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2005,2005,Physical inactivity,70,"423,697","1,353,246"," 31,310 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2006,2006,Physical inactivity,70,"463,409","1,423,224"," 32,561 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2007,2007,Physical inactivity,70,"433,803","1,391,270"," 31,180 ",Uknown,Uknown,Uknown,47000
TN,Tennessee,South,Tennessee,47,0,2008,2008,Physical inactivity,70,"438,993","1,407,940"," 31,180 ",Uknown,Uknown,2011,47000
TN,Tennessee,South,Tennessee,47,0,2009,2009,Physical inactivity,70,"414,759","1,377,420"," 30,111 ",Uknown,Uknown,2012,47000
TN,Tennessee,South,Tennessee,47,0,2010,2010,Physical inactivity,70,"1,467,636","4,682,645"," 31,342 ",Uknown,Uknown,2014,47000
TX,Texas,South,Texas,48,0,2004,2004,Physical inactivity,70,"832,503","3,571,444"," 23,310 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2005,2005,Physical inactivity,70,"893,915","3,734,309"," 23,938 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2006,2006,Physical inactivity,70,"962,215","3,928,082"," 24,496 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2007,2007,Physical inactivity,70,"1,025,122","4,089,118"," 25,070 ",Uknown,Uknown,Uknown,48000
TX,Texas,South,Texas,48,0,2008,2008,Physical inactivity,70,"1,029,541","4,137,872"," 24,881 ",Uknown,Uknown,2011,48000
TX,Texas,South,Texas,48,0,2009,2009,Physical inactivity,70,"1,056,384","4,218,027"," 25,045 ",Uknown,Uknown,2012,48000
TX,Texas,South,Texas,48,0,2010,2010,Physical inactivity,70,"4,246,288","17,619,743"," 24,100 ",Uknown,Uknown,2014,48000
UT,Utah,West,Utah,49,0,2004,2004,Physical inactivity,70,"48,478","273,890"," 17,700 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2005,2005,Physical inactivity,70,"53,064","291,910"," 18,178 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2006,2006,Physical inactivity,70,"60,151","313,416"," 19,192 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2007,2007,Physical inactivity,70,"64,918","333,211"," 19,483 ",Uknown,Uknown,Uknown,49000
UT,Utah,West,Utah,49,0,2008,2008,Physical inactivity,70,"63,098","332,057"," 19,002 ",Uknown,Uknown,2011,49000
UT,Utah,West,Utah,49,0,2009,2009,Physical inactivity,70,"58,817","324,256"," 18,139 ",Uknown,Uknown,2012,49000
UT,Utah,West,Utah,49,0,2010,2010,Physical inactivity,70,"316,788","1,812,542"," 17,478 ",Uknown,Uknown,2014,49000
VT,Vermont,Northest,Vermont,50,0,2004,2004,Physical inactivity,70,"16,882","87,085"," 19,386 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2005,2005,Physical inactivity,70,"16,372","86,678"," 18,888 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2006,2006,Physical inactivity,70,"16,743","87,931"," 19,041 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2007,2007,Physical inactivity,70,"16,769","87,832"," 19,092 ",Uknown,Uknown,Uknown,50000
VT,Vermont,Northest,Vermont,50,0,2008,2008,Physical inactivity,70,"18,287","91,567"," 19,971 ",Uknown,Uknown,2011,50000
VT,Vermont,Northest,Vermont,50,0,2009,2009,Physical inactivity,70,"18,369","91,783"," 20,014 ",Uknown,Uknown,2012,50000
VT,Vermont,Northest,Vermont,50,0,2010,2010,Physical inactivity,70,"92,533","476,214"," 19,431 ",Uknown,Uknown,2014,50000
VA,Virginia,South,Virginia,51,0,2004,2004,Physical inactivity,70,"275,816","1,209,344"," 22,807 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2005,2005,Physical inactivity,70,"271,675","1,208,504"," 22,480 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2006,2006,Physical inactivity,70,"281,981","1,240,584"," 22,730 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2007,2007,Physical inactivity,70,"304,645","1,295,411"," 23,517 ",Uknown,Uknown,Uknown,51000
VA,Virginia,South,Virginia,51,0,2008,2008,Physical inactivity,70,"319,034","1,332,467"," 23,943 ",Uknown,Uknown,2011,51000
VA,Virginia,South,Virginia,51,0,2009,2009,Physical inactivity,70,"346,019","1,393,262"," 24,835 ",Uknown,Uknown,2012,51000
VA,Virginia,South,Virginia,51,0,2010,2010,Physical inactivity,70,"1,391,414","5,944,021"," 23,409 ",Uknown,Uknown,2014,51000
WA,Washington,West,Washington,53,0,2004,2004,Physical inactivity,70,"135,250","768,540"," 17,598 ",Uknown,Uknown,Uknown,53000
WA,Washington,West,Washington,53,0,2005,2005,Physical inactivity,70,"138,578","788,558"," 17,574 ",Uknown,Uknown,Uknown,53000
WA,Washington,West,Washington,53,0,2006,2006,Physical inactivity,70,"141,758","807,419"," 17,557 ",Uknown,Uknown,Uknown,53000
